-0.96417,-1.0006,-0.99825,1
0.98654,-0.99249,0.96987,-1
0.98269,-1.0164,-1.0369,-1
1.0724,-0.99179,-1.0283,-1
-0.98994,1.0114,0.95604,1
0.99693,-0.99412,1.0096,-1
0.99992,-1.0001,1.0018,-1
-0.94395,1.0714,0.99465,1
-0.99119,1.0063,-0.98036,-1
-0.99613,0.9876,0.99481,1
-0.96556,-1.0172,-1.0005,1
0.9542,0.95765,-1.0655,1
-1.0143,-1.01,0.96847,1
0.9884,1.0014,0.95056,-1
1.0137,-1.0324,1.0317,-1
-1.0117,-0.92467,-1.0211,1
0.99975,-0.97584,1.0683,-1
0.99683,1.0013,0.99695,-1
-0.99946,-0.98696,0.98865,1
1.0502,-1.0112,0.99042,-1
-1.0488,0.98724,1.0716,1
-0.99492,-0.95876,-1.0844,1
0.98554,0.97397,1.04,-1
1.0005,0.99996,1.0082,-1
-1.0399,1.0632,1.0506,1
0.99771,1.0029,-0.99934,1
1.0075,1.0546,-1.023,1
-0.97883,-1.0381,0.91891,1
0.98918,-1.0138,-1.0654,-1
-0.97975,-0.97773,1.0338,1
1.0086,-0.96362,-1.0832,-1
1.026,-0.99044,0.99652,-1
-1.027,1.0055,0.93478,1
0.95031,1.0042,-0.96079,1
-1.0528,-0.96677,-0.97491,1
-1.0518,-0.98941,1.054,1
-1.0004,-0.99966,-0.99961,1
-1.0034,-0.99819,0.97339,1
0.98991,1.0005,0.97435,-1
-0.98871,-0.95865,0.98804,1
1.0477,-0.95978,-1.0567,-1
1.0008,-0.99146,-0.93319,-1
1.0024,1.0087,1.0046,-1
1.0107,-0.99403,-0.99635,-1
-0.99151,1.0066,1.0155,1
-1.0087,0.985,0.9849,1
0.97331,0.98881,-1.0183,1
-1.009,1.0164,1.0961,1
1.0518,-1.0371,-0.97979,-1
-0.99798,-0.99813,1.0036,1
-1.0726,-0.99946,-1.0664,1
1.0401,-1.008,-1.0902,-1
0.9186,1.0213,-0.98938,1
-1.0182,1.0232,1.0089,1
1.0066,0.99699,-0.92733,1
-0.95059,-0.98435,1.0775,1
-1.0163,1.0144,-0.99963,-1
1.0123,1.0344,0.93499,-1
-1.0059,0.99555,-1.0091,-1
-1.0449,1.0139,-1.0341,-1
1.0064,-0.98512,-1.0399,-1
-0.98766,0.99518,1.0193,1
1.0265,0.99195,0.9404,-1
-1.0095,-1.043,0.95543,1
1.0148,1.0082,0.92372,-1
-1.0455,1.0096,-0.97387,-1
-1.0179,-1.0383,-1.0334,1
1.0034,-0.98306,1.0087,-1
-0.99558,-1.0083,-0.99778,1
-0.96939,-0.92242,0.97236,1
