-0.96417,-1.0006,-0.99825,1
0.98627,-1.0324,-1.0094,-1
-0.91033,1.0028,-0.99866,-1
-0.99984,-0.99841,0.99926,1
-1.011,-0.99163,-1.0272,1
0.99611,1.0045,1.0004,-1
0.96413,-0.98153,-1.0668,-1
0.99957,0.9982,0.99899,-1
-1.0031,0.99383,0.97565,1
-0.99322,-0.99918,-0.99742,1
0.95219,-1.0207,-1.0725,-1
1.0119,0.98613,0.95046,-1
-1.004,1.0423,1.0865,1
0.99181,0.99086,-0.97336,1
0.95031,1.0042,-0.96079,1
1.0163,1.0103,-1.0126,1
-0.96171,0.96015,-1.0244,-1
1.001,0.99922,1.0219,-1
-0.99923,1.0227,-0.95622,-1
0.9673,1.0827,0.95919,-1
1.034,0.98097,-0.95719,1
-0.98031,-0.99734,-1.0553,1
-1.0275,-1.0063,-1.0151,1
-1.0226,1.0435,-1.0634,-1
0.99981,0.99921,-1.001,1
1.0249,1.0122,-0.96036,1
-1.0125,1.0006,1.0201,1
-1.0399,1.0632,1.0506,1
1.0132,-0.9861,-0.94817,-1
-1.0097,1.0168,0.96866,1
-0.98812,-1.0015,-0.92317,1
1.0128,-0.98566,-1.0173,-1
1.0022,1.0225,-0.98045,1
-1.009,1.0164,1.0961,1
-0.99588,-1.0031,1.0098,1
1.0125,-0.98726,1.0273,-1
1.0362,-0.99441,0.92734,-1
-1.0013,-1.0014,0.99722,1
1.0095,-0.9958,-1.0059,-1
1.0197,1.0035,0.91326,-1
0.99075,1.0561,0.96465,-1
0.99078,-0.99525,1.0051,-1
-1.001,0.999,-1.005,-1
-1.0085,1.02,-0.98378,-1
0.99174,-0.98739,1.0264,-1
1.0118,-0.98493,1.0189,-1
-1.0014,0.98712,1.0689,1
-0.99368,1.0077,-1.0675,-1
0.99794,0.99457,-0.98683,1
-0.98884,0.99154,0.9765,1
1.0099,0.97103,-1.0378,1
0.96523,-1.007,-0.96606,-1
-1.0281,1.0193,1.0191,1
-0.9799,1.0189,-1.0302,-1
1.053,1.0349,-0.93621,1
-0.98713,-1.0081,0.93811,1
-0.99134,-1.0076,-0.99623,1
-0.9995,1.0052,-0.99165,-1
0.95697,-0.95498,-1.0134,-1
0.97492,0.98825,1.0237,-1
-0.98133,1.0159,0.91097,1
1.0212,-1.0107,0.96607,-1
0.98751,-1.0447,0.94846,-1
-0.94937,-0.96031,0.94548,1
-0.96623,-1.0089,-0.92624,1
-0.99734,-0.99817,-1.0023,1
0.99432,-0.97428,-0.90581,-1
-0.95076,-1.0017,0.99811,1
0.98991,1.0005,0.97435,-1
0.9896,-1.016,-0.98831,-1
0.99981,-1.0003,-1.0004,-1
-1.0041,-0.99653,-0.99134,1
-0.96254,0.97123,-0.97158,-1
-1.0179,-1.0383,-1.0334,1
-1.0133,-1.0044,1.0405,1
1.0624,-0.94065,-1.0086,-1
1.0073,0.99101,-1.0166,1
-1.0483,0.98136,-0.99439,-1
-0.994,0.97897,-1.0154,-1
-1.0457,0.96136,0.9921,1
0.96396,-0.97601,-0.93242,-1
-1.0163,1.0144,-0.99963,-1
1.0099,1.0611,1.0693,-1
-0.99931,1.0,-1.0009,-1
-1.0181,-1.0068,-0.99837,1
-0.91034,0.98406,-1.0368,-1
-1.0269,-0.95516,-1.0818,1
1.0009,-1.0125,0.9761,-1
-1.0023,-1.0022,-1.0602,1
-1.0583,-1.0279,0.97351,1
1.0056,-1.0051,0.99567,-1
-0.99411,-0.99463,1.0042,1
1.0039,1.0005,-1.0402,1
1.0003,0.96397,0.92525,-1
-1.0006,-0.99659,-0.91562,1
-0.9244,-1.0261,-0.98847,1
-0.99474,-0.99458,1.0471,1
1.042,1.0013,-1.0104,1
-1.018,0.99721,1.0039,1
0.97918,-1.0513,-1.0739,-1
-1.002,-0.99571,1.0169,1
-1.012,0.96377,-0.93041,-1
0.98072,0.97345,1.0186,-1
0.97768,-1.0138,0.97148,-1
-0.99033,1.0064,0.99182,1
-0.99363,1.0038,0.97846,1
0.99864,-0.98855,-1.0591,-1
-1.0002,-0.99498,1.0373,1
1.0578,1.0315,1.0433,-1
0.97128,1.0298,1.0151,-1
-1.0016,0.97619,-0.99157,-1
0.97891,0.99034,0.98475,-1
1.0722,0.96352,-0.98627,1
-1.0196,1.0129,1.0691,1
-1.014,1.02,-0.94991,-1
-0.99832,0.99944,-1.0013,-1
0.99639,0.98054,-0.94956,1
0.99265,-1.0036,-0.95042,-1
-1.0,-1.0,1.0012,1
0.98099,0.96979,-1.0852,1
-0.95841,-1.0292,-0.96693,1
1.0315,-0.99929,0.97461,-1
-0.98915,-0.99584,1.0077,1
-0.96675,0.97598,-1.0087,-1
0.96961,0.99956,-1.0408,1
0.99217,-1.0132,1.034,-1
0.98949,1.0446,-0.99913,1
1.003,-1.0229,-0.91589,-1
-0.99306,0.96662,0.93859,1
-1.0134,1.0147,1.0477,1
0.98508,-1.0058,-1.0343,-1
-0.9564,-0.98527,-0.9859,1
-0.99735,0.99867,0.99981,1
-1.0025,0.99702,-0.93124,-1
1.0065,1.0391,1.0805,-1
0.99105,-1.0032,1.039,-1
-0.98847,1.012,1.0166,1
-0.99558,1.0056,0.90095,1
-1.0015,0.99848,-1.0183,-1
1.0346,0.99261,0.98376,-1
