-0.96417,-1.0006,-0.99825,1
-0.96757,1.0116,0.95051,1
0.99532,-0.98296,-1.0233,-1
-1.0182,1.0232,1.0089,1
1.0037,1.003,0.99845,-1
1.0034,-0.98306,1.0087,-1
0.99683,1.0013,0.99695,-1
0.94628,0.96582,0.95014,-1
1.0165,0.98054,-0.98267,1
0.97215,-1.0279,-0.95232,-1
0.98751,-1.0447,0.94846,-1
0.96616,-0.99344,-1.052,-1
-1.0097,-0.99299,-1.0642,1
-0.99773,1.012,0.99881,1
-0.96824,1.0179,1.0251,1
1.0036,-0.99113,0.96536,-1
0.98627,-1.0324,-1.0094,-1
-0.98854,-1.0232,-0.92395,1
1.0343,-0.99489,-1.0177,-1
1.02,-0.99939,0.98145,-1
-0.994,0.97897,-1.0154,-1
1.0003,0.96397,0.92525,-1
1.0251,-1.0189,1.0087,-1
1.0052,1.0091,0.96794,-1
-1.009,1.0042,-0.96755,-1
0.98626,0.92135,1.0552,-1
-1.0149,-0.95767,-1.0612,1
-1.0276,0.97856,0.9812,1
1.0567,-0.98505,0.92996,-1
1.0107,-0.99403,-0.99635,-1
-1.0217,-0.99839,-1.0177,1
-1.0019,-1.0019,0.9964,1
-1.0637,0.97791,0.9625,1
0.99265,-1.0036,-0.95042,-1
-1.0025,-1.0515,1.0185,1
0.99013,1.0273,0.94648,-1
0.95584,1.048,-1.0419,1
-0.96665,-1.0556,0.98586,1
-1.0272,-0.98914,-0.97889,1
1.0039,1.0005,-1.0402,1
-0.98821,-0.99602,-1.0353,1
-1.0011,1.0016,1.0155,1
-0.977,-0.92869,1.0539,1
-1.0386,1.0062,1.011,1
-1.003,1.0196,-0.95832,-1
1.0347,0.97448,-1.0232,1
1.0561,-1.0147,-0.92892,-1
-1.0669,1.0233,1.049,1
1.017,-0.95583,0.95743,-1
-1.0029,-1.0031,-0.98682,1
-1.0031,0.99383,0.97565,1
0.99461,-1.0024,0.99228,-1
0.90619,-1.0007,0.96542,-1
-1.0708,-1.0594,-0.99204,1
1.0039,-1.0314,1.003,-1
1.0229,0.9928,1.0282,-1
-1.0131,1.0437,-0.92636,-1
1.0117,1.0477,1.0517,-1
-0.99363,1.0038,0.97846,1
0.99497,1.0131,-1.0159,1
0.99716,0.99541,1.0386,-1
0.922,-0.97148,-1.0139,-1
-1.0008,1.0009,0.98347,1
1.0001,-1.0002,-0.99851,-1
-1.0213,-0.97922,0.99598,1
0.96413,-0.98153,-1.0668,-1
0.9989,1.0013,1.0042,-1
0.99181,0.99086,-0.97336,1
-1.0013,-0.99697,-0.98664,1
-1.009,1.0278,-0.97497,-1
-0.99043,1.0024,1.0086,1
-1.01,0.94398,-1.0476,-1
1.0282,-1.0123,-1.0663,-1
0.9666,-0.9575,-0.97637,-1
1.0052,1.016,-1.056,1
1.067,1.046,-0.96538,1
0.97476,-0.96872,0.94827,-1
-1.0181,-0.99614,-0.90285,1
1.01,1.0176,-1.037,1
-1.0226,1.0435,-1.0634,-1
1.0311,1.0088,-0.93669,1
0.99501,-1.0053,-0.95121,-1
0.99864,-0.98855,-1.0591,-1
0.99893,1.0036,-0.99948,1
-1.0001,1.0001,-1.0516,-1
1.0007,-0.97172,-0.91497,-1
1.0286,-0.93261,1.0214,-1
-0.91613,-1.0191,-0.98248,1
1.0183,-1.0324,0.92283,-1
-0.98278,-1.0565,1.026,1
-1.0095,-1.0404,0.9565,1
-1.0248,-1.0135,-1.0152,1
0.97549,-0.94754,0.97516,-1
